Name,Description,Author,Comment,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Rap_downgraded,Inflict [weaken]1 weaken,dummy,i intended butthead to be the last item but now i can't stop. also variable name is probably wrong but idk,1,inflict(WEAKEN); sfx(~_weaken~|~~|0.2);,Mumble,COUNTDOWN,5,ORANGE,change_power,complicate,,,0,NO,NO,,,,,,,,,,,,,
Law,Do [sword]<d6> damage[;]|gain [gold]0.1 gold ([gold]<gold>.<var:decimalgold>[]),dummy,i intended butthead to be the last item but now i can't stop. also variable name is probably wrong but idk,1,attack(d); sfxdamage(target|d); if(!simulation) { self.setvar(~decimalgold~|self.getvar(~decimalgold~) + 1); if(self.getvar(~decimalgold~) == 10){ self.setvar(~decimalgold~|0); self.gold++; } }sfx(~stealgold~);,Confiscate,MAX3,,YELLOW,change_power,complicate,,,0,NO,NO,showgold,,,,,,,,,,,,
Law_upgraded,Do [sword]<d6> damage[;]|gain [gold]0.1 gold ([gold]<gold>.<var:decimalgold>[]),dummy,diet something something,1,attack(d); sfxdamage(target|d); if(!simulation) { self.setvar(~decimalgold~|self.getvar(~decimalgold~) + 1); if(self.getvar(~decimalgold~) == 10){ self.setvar(~decimalgold~|0); self.gold++; } }sfx(~stealgold~);,Confiscate,MAX5,,YELLOW,change_power,complicate,,,0,NO,NO,showgold,,,,,,,,,,,,
Juggling Discoball,Do [sword]<d6> damage[;]|on 2[;] +1 dice next turn,dummy,diet something something,1,attack(d); sfxdamage(target|d); if(d == 2){ inflictself(~stash~+rand([1|2|3|4|5|6])); sfx(~magic_gaindice~); inflictself(~illuminate~); },Magic Dice,MAX2,,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(d == 2){ inflictself(~stash~+rand([1|2|3|4|5|6])); sfx(~magic_gaindice~); inflictself(~illuminate~); }
Juggling Discoball_upgraded,Do [sword]<d6> damage[;]|on 5[;] +1 dice next turn,dummy,diet something something,1,attack(d); sfxdamage(target|d); if(d == 5){ inflictself(~stash~+rand([1|2|3|4|5|6])); sfx(~magic_gaindice~); inflictself(~illuminate~); },Magic Dice,MAX5,,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(d == 5){ inflictself(~stash~+rand([1|2|3|4|5|6])); sfx(~magic_gaindice~); inflictself(~illuminate~); }
Rude Staff,Do [weaken]6 damage[;]|[weaken]Weakens enemy,dummy,bench presses sidegrade,2,attack(6|WEAKEN); sfxdamage(target|6); inflict(WEAKEN); sfx(~_weaken~|~~|0.2);,Theremin,COUNTDOWN,8,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Rude Staff_upgraded,Do [weaken]6 damage[;]|[weaken]Weakens enemy,dummy,bench presses sidegrade,2,attack(6|WEAKEN); sfxdamage(target|6); inflict(WEAKEN); sfx(~_weaken~|~~|0.2);,Theremin,COUNTDOWN,6,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Rude Staff_downgraded,Do [weaken]3 damage[;]|[weaken]Weakens enemy,dummy,bench presses sidegrade,2,attack(3|WEAKEN); sfxdamage(target|3); inflict(WEAKEN); sfx(~_weaken~|~~|0.2);,Theremin,COUNTDOWN,8,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Rude Staff_weakened,Do [weaken]3 damage[;]|[weaken]Weakens enemy,dummy,bench presses sidegrade,2,attack(3|WEAKEN); sfxdamage(target|3); inflict(WEAKEN); sfx(~_weaken~|~~|0.2);,Theremin,COUNTDOWN,6,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Unimplemented Item,Permanently upgrade yourself|[90%][gray](destroyed when used),dummy,//todo: implement this lol,2,self.textparticle(~todo~);,Time Stop,COUNTDOWN,12,YELLOW,change_power,change_power,,,0,YES,NO,unfinished|actuallyno|destroy,,,,,,,,,,,,
Unimplemented Item_upgraded,Permanently upgrade yourself|[90%][gray](destroyed when used),dummy,//todo: implement this lol,2,self.textparticle(~todo~);,Time Stop,COUNTDOWN,9,YELLOW,change_power,change_power,,,0,YES,YES,unfinished|actuallyno|destroy,,,,,,,,,,,,
Unimplemented Item_downgraded,Permanently downgrade yourself|[90%][gray](destroyed when used),dummy,//todo: implement this lol,2,self.textparticle(~todo~);,Time Stop,COUNTDOWN,12,YELLOW,change_power,change_power,,,0,YES,YES,unfinished|actuallyno|destroy,,,,,,,,,,,,
Unimplemented Item_weakened,Permanently downgrade yourself|[90%][gray](destroyed when used),dummy,//todo: implement this lol,2,self.textparticle(~todo~);,Time Stop,COUNTDOWN,9,YELLOW,change_power,change_power,,,0,YES,YES,unfinished|actuallyno|destroy,,,,,,,,,,,,
Wrench@lol,Do [sword]<d6> damage[;]|on odd[;] upgrade a building|(how do i give warrior inventor gadgets),dummy,the legend,1,attack(d); sfxdamage(target|d);,,MAX4,,YELLOW,increaserange,decreaserange,,,0,NO,NO,unfinished|actuallyno,,,,,,,,,,,,
Made[dash]You[dash]Look,Turn the enemy around,dummy,reference to mother 3 item: https://earthbound.fandom.com/wiki/Made-You-Look also this is unfinished and super jank,1,inflict(~turnaround~);,No[comma] you,COUNTDOWN,12,PINK,threequartercountdown,noeffect,,,0,NO,NO,unfinished,,,,,,,,,,,,
Fire Missile,Do [fire]4 damage[;]|Inflict [fire]1 burn,dummy,mmlike,1,attack(4|FIRE); sfxdamage(target|4); inflict(FIRE); sfx(~_fire~|~~|0.2);,Blowtorch,EVEN,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Fire Missile_upgraded,Do [fire]4 damage[;]|Inflict [fire]2 burn,dummy,mmlike,1,attack(4|FIRE); sfxdamage(target|4); inflict(FIRE|2); sfx(~_fire~|~~|0.2);,Blowtorch,EVEN,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Fire Missile_downgraded,Do [fire]4 damage[;]|Inflict [fire]1 burn,dummy,mmlike,1,attack(4|FIRE); sfxdamage(target|4); inflict(FIRE); sfx(~_fire~|~~|0.2);,Blowtorch,REQUIRE6,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Quick Item,Dodge [dodge]99 attacks|[gray](once per battle),dummy,balanced item sidegrade,2,inflictself(DODGE|99); sfx(~_dodge~|~~|0.2);,,NORMAL,,YELLOW,change_power,change_power,,,0,YES,YES,,,,,,,,,,,,,
Quick Item_upgraded,Dodge [dodge]9999 attacks|[gray](once per battle),dummy,balanced item sidegrade,2,inflictself(DODGE|9999); sfx(~_dodge~|~~|0.2);,,NORMAL,,YELLOW,change_power,change_power,,,0,YES,YES,,,,,,,,,,,,,
Quick Item_downgraded,Dodge [dodge]9 attacks|[gray](once per battle),dummy,balanced item sidegrade,2,inflictself(DODGE|9); sfx(~_dodge~|~~|0.2);,,NORMAL,,YELLOW,change_power,change_power,,,0,YES,YES,,,,,,,,,,,,,
Cawtastrophe,Dodge attack[;] [weaken]Weaken|and [silence]Silence enemy,dummy,l,1,inflictself(DODGE|1); sfx(~_dodge~|~~|0.2); inflict(~ncr_silence~); sfx(~_silence~|~~|0.2); inflict(WEAKEN); sfx(~_weaken~|~~|0.2);,,COUNTDOWN,16,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,inflictself(DODGE|1); sfx(~_dodge~|~~|0.2);
Cawtastrophe_upgraded,Dodge attack[;] [weaken]Weaken|and [silence]Silence enemy,dummy,l,1,inflictself(DODGE|1); sfx(~_dodge~|~~|0.2); inflict(~ncr_silence~); sfx(~_silence~|~~|0.2); inflict(WEAKEN); sfx(~_weaken~|~~|0.2);,,COUNTDOWN,12,PURPLE,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,inflictself(DODGE|1); sfx(~_dodge~|~~|0.2);
Cawtastrophe_downgraded,[weaken]Weaken enemy,dummy,downgrade is like this bc im lazy,1,inflict(WEAKEN); sfx(~_weaken~|~~|0.2);,,COUNTDOWN,16,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Cawtastrophe_weakened,[weaken]Weaken enemy,dummy,downgrade is like this bc im lazy,1,inflict(WEAKEN); sfx(~_weaken~|~~|0.2);,,COUNTDOWN,12,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Quicksword,Do [sword]<d6> damage[;] on 1[;]|dodge next attack instead,dummy,directly ripped from megaquest,2,if(actualdice[0].basevalue == 1){ inflictself(DODGE|1); sfx(~_dodge~|~~|0.2); } else { attack(d); sfx(~_metals~); sfxdamage(target|d); },Quick Thinking,NORMAL,,YELLOW,add1,change_power,,,0,NO,NO,,,,,,,,,,if(actualdice[0].basevalue == 1){ e.castdirection = -1; }else{ e.castdirection = 1; },,,
Quicksword_downgraded,Do [sword]<d6> damage[;] on 6[;]|dodge next attack instead,dummy,idk??????????,2,if(actualdice[0].basevalue == 6){ inflictself(DODGE|1); sfx(~_dodge~|~~|0.2); } else { attack(d); sfx(~_metals~); sfxdamage(target|d); },Quick Thinking,NORMAL,,YELLOW,add1,change_power,,,0,NO,NO,,,,,,,,,,if(actualdice[0].basevalue == 6){ e.castdirection = -1; }else{ e.castdirection = 1; },,,
Spellcasters Quarterly,Gain the item in slot <d6>|[gray](Reuseable),Trobby,Taken from Trollmod: Thief's skillcard and gimmick,2,var spellbook = self.getvar(~spellbook~); if(spellbook[d-1] != null) { giveequipment(spellbook[d - 1]); runscript(~quickmod/thiefwitchexceptions~|[d|spellbook|spellbook[d-1]|self|target]); } else { self.textparticle(~Empty!~); },,NORMAL,,GRAY,reducesize,change_power,,,-1,YES,NO,,,var spellbook = runscript(~quickmod/getinventory~); self.setvar(~spellbook~|spellbook); trace('Final Spellbook: '+spellbook);,self.resetvar(~spellbook~);,,,,,,,,,
Spellcasters Quarterly_deckupgrade,Gain the item in slot <d6>|Always upgraded|[gray](Reuseable),Trobby,Taken from Trollmod: Thief's skillcard and gimmick,2,var spellbook = self.getvar(~spellbook~); if(spellbook[d-1] != null) { if(spellbook[d - 1].substr(-1|-1) == ~+~) { giveequipment(spellbook[d - 1]); runscript(~quickmod/thiefwitchexceptions~|[d|spellbook|spellbook[d-1]|self|target]); } else { giveequipment(spellbook[d - 1] + ~+~); runscript(~quickmod/thiefwitchexceptions~|[d|spellbook|spellbook[d-1]+~+~|self|target]); } } else { self.textparticle(~Empty!~); },,NORMAL,,GRAY,,,,,-1,YES,NO,,,var spellbook = runscript(~quickmod/getinventory~); self.setvar(~spellbook~|spellbook); trace('Final Spellbook: '+spellbook);,self.resetvar(~spellbook~);,,,,,,,,,
Spellcasters Quarterly_downgraded,Gain the item in slot <d6>|[gray](Reuseable),Trobby,Taken from Trollmod: Thief's skillcard and gimmick,2,var spellbook = self.getvar(~spellbook~); if(spellbook[d-1] != null) { giveequipment(spellbook[d - 1]); runscript(~quickmod/thiefwitchexceptions~|[d|spellbook|spellbook[d-1]|self|target]); } else { self.textparticle(~Empty!~); },,NORMAL,,GRAY,,,,,3,YES,NO,,,var spellbook = runscript(~quickmod/getinventory~); self.setvar(~spellbook~|spellbook); trace('Final Spellbook: '+spellbook);,self.resetvar(~spellbook~);,,,,,,,,,
Spellcasters Quarterly_weakened,Gain the item in slot <d6>|[gray](Reuseable),Trobby,Taken from Trollmod: Thief's skillcard and gimmick,1,var spellbook = self.getvar(~spellbook~); if(spellbook[d-1] != null) { giveequipment(spellbook[d - 1]); runscript(~quickmod/thiefwitchexceptions~|[d|spellbook|spellbook[d-1]|self|target]); } else { self.textparticle(~Empty!~); },,NORMAL,,GRAY,,,,,3,YES,NO,,,var spellbook = runscript(~quickmod/getinventory~); self.setvar(~spellbook~|spellbook); trace('Final Spellbook: '+spellbook);,self.resetvar(~spellbook~);,,,,,,,,,
F[hyphen]Tilt,Do [fury]<flipd6>F damage[;]|on 6[;] inflict [fire]2 burn,Trobby,Taken from Trollmod (demon),1,attack(7-d|FURY); sfxdamage(target|7-d); if(d == 6) { inflict(FIRE|2); sfx(~_burn~|~~|0.2); bonus(500); },Blowtorch,NORMAL,,RED,change_power,complicate,,,0,NO,NO,,,,,,,,,,,,,
F[hyphen]Tilt_upgraded,Do [fury]<flipd6>F damage[;]|on 1[;] inflict [fire]2 burn,Trobby,Taken from Trollmod (demon),1,attack(7-d|FURY); sfxdamage(target|7-d); if(d == 1) { inflict(FIRE|2); sfx(~_burn~|~~|0.2); },Blowtorch,NORMAL,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Shell Game,Get 3 copies of just|one of these dice!,dummy,Taken from AAAMOD i think?,1,var winner = rand(actualdice).basevalue; givedice([winner|winner|winner]),Replicate,NORMAL|NORMAL|NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Shell Game_upgraded,Get 4 copies of just|one of these dice!,dummy,Taken from AAAMOD i think?,1,var winner = rand(actualdice).basevalue; givedice([winner|winner|winner|winner]),Replicate,NORMAL|NORMAL|NORMAL,,GREEN,,,,,0,YES,NO,,1,,,,,,,,,,,
Shell Game_downgraded,Get 3 copies of just|one of these dice!,dummy,Taken from AAAMOD i think?,1,var winner = rand(actualdice).basevalue; givedice([winner|winner|winner]),Replicate,FREE1|NORMAL|NORMAL,,GREEN,,,,,0,YES,NO,,1,,,,,,,,,,,
Lockpickaxe,[weaken]<d6> damage + [weaken]1 weaken|Split dice in two,Trobby,Dice manip for thief,1,attack(d| WEAKEN); sfxdamage(target|d); inflict(WEAKEN| 1); givedice(split(d)| ~splitdice~);,Dial Up Sounds,MAX3,,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Lockpickaxe_upgraded,[weaken]<d6> damage + [weaken]1 weaken|Split dice in two,Trobby,Dice manip for thief,1,attack(d| WEAKEN); sfxdamage(target|d); inflict(WEAKEN| 1); givedice(split(d)| ~splitdice~);,Dial Up Sounds,MAX4,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Lockpickaxe_downgraded,[weaken]1 weaken an item|Split dice in two,Trobby,Dice manip for thief,1,inflict(WEAKEN| 1); givedice(split(d)| ~splitdice~);,Dial Up Sounds,MAX3,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Lockpickaxe_weakened,[weaken]1 weaken an item|Split dice in two,Trobby,Dice manip for thief,1,inflict(WEAKEN| 1); givedice(split(d)| ~splitdice~);,Dial Up Sounds,MAX4,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Spanella,Combine dice into a D12|Flip the D12,Trobby,Taken from Trollmod: Dice manip for thief,1,givedice(13-d|~combinedice~);,Megaflip,NORMAL|NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Spanella_upgraded,Combine dice into a D12|Flip the D12,Trobby,Taken from Trollmod: Dice manip for thief,1,givedice(13-d|~combinedice~);,Megaflip,NORMAL|NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Spanella_downgraded,Combine dice into a D10|Flip the D10,Trobby,Taken from Trollmod: Dice manip for thief,1,givedice(11-d|~combinedice~);,Megaflip,MAX5|MAX5,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
House of Glass,If you have full health[;]|do [weaken]<double> damage|[80%][gray]People in glass houses|[80%][gray]shouldn't throw stones.[],Trobby,Risky,2,if(self.hp != self.maxhp) { attack(d*2); sfxdamage(target|d*2); } else { self.textparticle(~Your house is broken~); },,MAX5,,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
House of Glass_upgraded,If you have >75% health[;]|do [weaken]<double> damage|[80%][gray]People in glass houses|[80%][gray]shouldn't throw stones.[],Trobby,Less risky,2,if(self.hp / self.maxhp < 0.75) { attack(d*2); sfxdamage(target|d*2); } else { self.textparticle(~Your house is broken~); },,MAX4,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
House of Glass_downgraded,If you have full health[;]|do [weaken]<d6> damage|[80%][gray]People in glass houses|[80%][gray]shouldn't throw stones.[],Trobby,Risky,2,if(self.hp != self.maxhp) { attack(d); sfxdamage(target|d); } else { self.textparticle(~Your house is broken~); },,MAX5,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
House of Glass_weakened,If you have >75% health[;]|do [weaken]<d6> damage|[80%][gray]People in glass houses|[80%][gray]shouldn't throw stones.[],Trobby,Less risky,2,if(self.hp / self.maxhp < 0.75) { attack(d); sfxdamage(target|d); } else { self.textparticle(~Your house is broken~); },,MAX4,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Dynamite,Explode dice into pieces|Deal [fire]3 damage,Trobby,Taken from Trollmod: Dice manip damage,1,function min(a|b) { if (a >= b) return b; return a; }; givedice(split(d| min(rand([2|3|4|5|6])|d)| ~splitdice~)); attack(3|FIRE); sfxdamage(target|3);,Magic Lockpick,MIN4,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Dynamite_upgraded,Explode dice into pieces|Deal [fire]3 damage,Trobby,Taken from Trollmod: Dice manip damage,1,function min(a|b) { if (a >= b) return b; return a; }; givedice(split(d| min(rand([2|3|4|5|6])|d)| ~splitdice~)); attack(3|FIRE); sfxdamage(target|3);,Magic Lockpick,NORMAL,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Dynamite_downgraded,Explode dice into pieces,Trobby,Taken from Trollmod: Dice manip damage,1,function min(a|b) { if (a >= b) return b; return a; }; givedice(split(d| min(rand([2|3|4|5|6])|d)| ~splitdice~));,Magic Lockpick,MIN4,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Dynamite_weakened,Explode dice into pieces,Trobby,Taken from Trollmod: Dice manip damage,1,function min(a|b) { if (a >= b) return b; return a; }; givedice(split(d| min(rand([2|3|4|5|6])|d)| ~splitdice~));,Magic Lockpick,NORMAL,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Landmine,Do [fire]3 damage|[90%]Kept unused: Do [fire]3 damage,Trobby,Strategic spellbooking,1,attack(3); sfxdamage(target|3); removestatus(~landmine~);,Proximity Mine,NORMAL,,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,inflict(~landmine~),,,,,,,
Landmine_upgraded,Do [fire]3 damage|[90%]Kept unused: Do [fire]5 damage,Trobby,Strategic spellbooking,1,attack(3); sfxdamage(target|3); removestatus(~landmineplus~);,Proximity Mine,NORMAL,,ORANGE,,,,,0,NO,NO,,,,,,inflict(~landmineplus~),,,,,,,
Landmine_downgraded,No effect|[90%]Kept unused: Do [fire]3 damage,Trobby,Strategic spellbooking,1,self.textparticle(~Landmine defused!~); removestatus(~landmine~);,Proximity Mine,NORMAL,,ORANGE,,,,,0,NO,NO,,,,,,inflict(~landmine~),,,,,,,
Robot's Lost Coin,Roll either a 6 or a 1|Weighted towards 1|[80%][gray]I remember this![],Trobby,Taken from Trollmod,1,givedice(rand([6|1|1|1])),Harvest,NORMAL,,GRAY,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Robot's Lost Coin_upgraded,Roll either a 6 or a 1|Weighted towards 6|[80%][gray]I remember this![],Trobby,Taken from Trollmod,1,givedice(rand([6|6|6|1])),Harvest,NORMAL,,GRAY,,,,,0,YES,NO,,,,,,,,,,,,,
Robot's Lost Coin_downgraded,Roll either a 6 or a 1|Super biased towards 1|[80%][gray]I remember this![],Trobby,Taken from Trollmod,1,givedice(rand([6|1|1|1|1|1])),Harvest,NORMAL,,GRAY,,,,,0,YES,NO,,,,,,,,,,,,,
Damocles,Deal double damage|...but with a [red]great risk|[gray](Immune to weaken),Trobby,Taken from Trollmod and inspired from the Isaac item,2,attackself(999999); sfxdamage(self|999999),Fury,,,RED,,,,,0,YES,YES,weakenavoid|weakenimmune|hidereusable|curseavoid|cannotreuse|cannotsteal,,inflictself(~damocles~);,,,if(self.getvar(~damoclesAttack~)) { sfx(~_metals~); e.animate(~flashandshake~); e.doequipmentaction(self|target|1|e.assigneddice|1.2); };,,,,,,,
Sticky Hand,Steal every turn!|Na na nana naa!,Trobby,Taken from Trollmod: Reject witch become thief,2,if(!simulation){ if(target != null) { var enemyequipment = []; for (eq in target.equipment){ if(!eq.hastag(~cannotsteal~) && eq.availablenextturn){ enemyequipment.push(eq); } } if(enemyequipment.length > 0){ var randomequipment = rand(enemyequipment); giveequipment(randomequipment.name + randomequipment.namemodifier); } } },Reversal,,,PINK,,,,,0,NO,NO,excludefromrandomlists|weakenavoid|weakenimmune|curseavoid|cannotreuse|cannotsteal,,,,,e.doequipmentaction(self|target|-1|e.assigneddice|0.2);,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Chaotic Storm,Do [fire]3[;] inflict [fire]1 burn|(changes each use...)|[gray](Reuseable),Trobby,Taken from Trollmod: Shifting Stormlike,2,if(simulation){ attack(3); inflict(FIRE); } else { var currentstatus = e.getvar(~currentstatus~); if(currentstatus == 0) { currentstatus = ~fire~; } attack(3|currentstatus); runscript(~trollmod/chaoticstorm~|[e|self|target|~execute~|3]); },Overload,COUNTDOWN,4,RED,change_power,change_power,,,-1,NO,NO,excludefromrandomlists,,,runscript(~reunion/shiftingstorm~|[e|self|target|~aftercombat~|3]);,,runscript(~reunion/shiftingstorm~|[e|self|target|~startturn~|3]);,,,,,,,
Chaotic Storm_upgraded,Do [fire]4[;] inflict [fire]1 burn|(changes each use...)|[gray](Reuseable),Trobby,Taken from Trollmod: Shifting Stormlike,2,if(simulation){ attack(4); inflict(FIRE); } else { var currentstatus = e.getvar(~currentstatus~); if(currentstatus == 0) { currentstatus = ~fire~; } attack(4|currentstatus); runscript(~trollmod/chaoticstorm~|[e|self|target|~execute~|4]); },Overload,COUNTDOWN,4,RED,,,,,-1,NO,NO,excludefromrandomlists,,,runscript(~reunion/shiftingstorm~|[e|self|target|~aftercombat~|4]);,,runscript(~reunion/shiftingstorm~|[e|self|target|~startturn~|4]);,,,,,,,
Chaotic Storm_downgraded,Do [fire]2[;] inflict [fire]1 burn|(changes each use...)|[gray](Reuseable),Trobby,Taken from Trollmod: Shifting Stormlike,2,if(simulation){ attack(2); inflict(FIRE); } else { var currentstatus = e.getvar(~currentstatus~); if(currentstatus == 0) { currentstatus = ~fire~; } attack(2|currentstatus); runscript(~trollmod/chaoticstorm~|[e|self|target|~execute~|2]); },Overload,COUNTDOWN,4,RED,,,,,-1,NO,NO,excludefromrandomlists,,,runscript(~reunion/shiftingstorm~|[e|self|target|~aftercombat~|2]);,,runscript(~reunion/shiftingstorm~|[e|self|target|~startturn~|2]);,,,,,,,
Scalpel,Do [shock]<d6> damage[;]|on 6[;] inflict [stun]dizzy,Trobby,Taken from Trollmod,2,attack(d| SHOCK); if(d == 6) inflict(~dizzy~); if(d < 6) { sfxdamage(target|d); } else { sfxdamage(target|d); sfx(~_shock~|~~|0.2); },Jackhammer,NORMAL,,YELLOW,reducesize,change_power,,,0,NO,NO,,,,,,,,,,,,,
Ethanol,Heal [heal]6 damage|Confuse and dizzy|(to both),Trobby,Taken from Trollmod,1,attack(-6); inflict(CONFUSE); inflict(~dizzy~); sfx(~_heal~); boomerang(-6); if(!self.hasstatus(~blockall~)) { sfx(~_shock~|~~|1.1); delay(1.1); inflictself(CONFUSE); inflictself(~dizzy~); } else { bonus(600); };,Drunken Boxing,COUNTDOWN,7,ORANGE,threequartercountdown,noeffect,,,0,YES,NO,,,,,,,,,,,,,
Shotgun,Deal [sword]<d6> damage|[gray](Reusable),Jackeea,Taken from Morefluff,1,attack(d); sfxdamage(target|d);,Pea Gun,MAX4|MAX4,,RED,increaserange,decreaserange,,,2,NO,NO,,,,,,,,,,,,,
Slamgun,Attack with one dice|Return the other,Trobby,Taken from Trollmod,1,var da = rand([0|1]); var db = 1-da; trace(actualdice[da].basevalue); trace(actualdice[db].basevalue); attack(actualdice[da].basevalue); sfxdamage(target|actualdice[da].basevalue); givedice(actualdice[db].basevalue);,Random Roll,NORMAL|NORMAL,,RED,change_power,decreaserange,,,0,NO,NO,,,,,,,,,,,,,
Slamgun_upgraded,Attack with one dice|Return the other,Trobby,Taken from Trollmod,1,var da = rand([0|1]); var db = 1-da; trace(actualdice[da].basevalue); trace(actualdice[db].basevalue); attack(actualdice[da].basevalue); sfxdamage(target|actualdice[da].basevalue); givedice(actualdice[db].basevalue);,Random Roll,NORMAL|FREE4,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Zipgun,50%:Do [sword]<d6>|50%: [sword][fire]3[;] Explode|[gray](Reusable),Trobby,Taken from Trollmod,1,function min(a|b) { if (a >= b) return b; return a; }; if(simulation) { attack(d); } else { var odds = 50; if(getstatusself(~luck~) > 0){ odds += 25 * getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { attack(d); sfxdamage(target|d); } else { self.textparticle(~Boom!!!~); givedice(split(d| min(rand([1|2|3|4|5|6])|d)| ~splitdice~)); attack(3|FIRE); sfxdamage(target|3); e.sourceequipment.usedthisbattle = true; e.sourceequipment.ready = false; e.sourceequipment.animate(~error~); trace(~boom~); } },Hellfire,NORMAL,,RED,,complicate,,,3,NO,NO,,,,,,,,,,,,,
Zipgun_upgraded,75%:Do [sword]<d6>|25%: [sword][fire]3[;] Explode|[gray](Reusable),Trobby,Taken from Trollmod,1,function min(a|b) { if (a >= b) return b; return a; }; if(simulation) { attack(d); } else { var odds = 75; if(getstatusself(~luck~) > 0){ odds += 25 * getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { attack(d); sfxdamage(target|d); } else { self.textparticle(~Boom!!!~); givedice(split(d| min(rand([1|2|3|4|5|6])|d)| ~splitdice~)); attack(3|FIRE); sfxdamage(target|3); e.sourceequipment.usedthisbattle = true; e.sourceequipment.ready = false; e.sourceequipment.animate(~error~); trace(~boom~); } },Hellfire,NORMAL,,RED,,,,,3,NO,NO,,,,,,,,,,,,,
